epoch,train_loss,val_loss,val_r2,val_pearson,val_mae_avg,grad_norm,lr,MAE_Phys_P0,MAE_Phys_P1,MAE_Phys_P2
37,0.024563911242987783,0.013705549360830573,0.9863550066947937,0.9934113025665283,0.048056785,0.13866391459021704,0.001,0.06554568,0.06646142,0.012163268
38,0.02488405940631708,0.014894576012333738,0.9851678013801575,0.9928939938545227,0.04686907,0.14847065432193562,0.001,0.06306203,0.06433499,0.013210194
39,0.024284024588977948,0.013529517982579484,0.9865135550498962,0.9935063719749451,0.048434556,0.14222443351349512,0.001,0.061997548,0.07138996,0.0119161615
40,0.02315507376917635,0.01566807529594325,0.9843804836273193,0.9924986362457275,0.053337205,0.12775632774772736,0.001,0.06271844,0.08427651,0.013016664
41,0.02315360364822534,0.013458606563036955,0.9865753650665283,0.9933491349220276,0.04719116,0.12750812491384178,0.001,0.062178865,0.06748446,0.011910163
42,0.022892082080292624,0.012713619425326964,0.9873099327087402,0.9936934113502502,0.041080683,0.1338743483677459,0.001,0.055761207,0.05604191,0.01143894
43,0.02242104314005794,0.012772864933255353,0.9872756004333496,0.993661105632782,0.042370196,0.12710285372437,0.001,0.056417163,0.059671525,0.011021898
44,0.022196358385177466,0.013847443121898024,0.9861709475517273,0.9932634234428406,0.046138156,0.1237329013955098,0.001,0.06337524,0.06311232,0.011926916
45,0.021799346509452065,0.014768835864489592,0.9852690100669861,0.9932804107666016,0.05754752,0.11911488474367525,0.001,0.07712937,0.08398427,0.011528903
46,0.021518666142472824,0.013155991518044774,0.9868977665901184,0.9936487674713135,0.04768817,0.11973154271086946,0.001,0.057464458,0.07359361,0.012006452
47,0.021233238732091153,0.013308425492878202,0.9867187142372131,0.9936897158622742,0.04953094,0.11382690821878445,0.001,0.05734555,0.08025078,0.010996493
48,0.019289070044081813,0.011775994602637955,0.9882605671882629,0.9942280650138855,0.03988939,0.08987638973199522,0.0005,0.051858988,0.05717391,0.010635275
49,0.018860567111176806,0.01196844215634503,0.9880592226982117,0.9940745234489441,0.03860999,0.09059160537184618,0.0005,0.052560735,0.052751433,0.0105177965
50,0.018827474917085786,0.01174193847028515,0.988278865814209,0.9943380355834961,0.03997979,0.08992335015830522,0.0005,0.051825922,0.05734135,0.0107721
51,0.018722176170958497,0.0117292630521557,0.9882898330688477,0.9943123459815979,0.03849437,0.08795084212772762,0.0005,0.051163554,0.053537622,0.010781937
52,0.018666608645893132,0.011507230468943148,0.9885187745094299,0.9942982792854309,0.03860739,0.09229849794278511,0.0005,0.05151009,0.053975154,0.010336922
53,0.018324120737874088,0.011312255376501929,0.9887211918830872,0.9944539070129395,0.03646163,0.08828552535023933,0.0005,0.048957657,0.049906902,0.010520329
54,0.01841449737548828,0.011877379839933372,0.9881527423858643,0.9941935539245605,0.0401938,0.09329594343234175,0.0005,0.052828945,0.05722577,0.010526683
55,0.01829037041709827,0.011556038373633276,0.9884740710258484,0.9943601489067078,0.038365405,0.08794817534355691,0.0005,0.051109448,0.05364435,0.010342414
56,0.01824625460103678,0.011430464967896667,0.9885842800140381,0.9943487644195557,0.03819221,0.09301915913582229,0.0005,0.049162626,0.055224124,0.010189883
57,0.01825104734768121,0.011908868445625788,0.9881145358085632,0.994055449962616,0.038819816,0.09076887942826786,0.0005,0.050916262,0.055085696,0.010457494
58,0.01807704901162047,0.01119934908951385,0.9888178706169128,0.9945042133331299,0.038909543,0.0872539740424758,0.0005,0.05203894,0.05466655,0.010023141
59,0.01790946741073657,0.011510251443597335,0.9884932041168213,0.9942677617073059,0.038566966,0.08499467381225607,0.0005,0.0525931,0.053164937,0.009942853
60,0.01783339588786847,0.011230971239790132,0.9887924194335938,0.9944584369659424,0.038832814,0.08760032818292657,0.0005,0.052335232,0.054283887,0.009879324
61,0.0178224682427062,0.011241014999679373,0.988797128200531,0.9944202303886414,0.037430942,0.08913311744317079,0.0005,0.04957099,0.052801024,0.00992081
62,0.017649166119365265,0.011100317858442475,0.9889256954193115,0.9944512248039246,0.03608347,0.08325253829312401,0.0005,0.049432706,0.04861955,0.01019815
63,0.01761789900807146,0.010770476317103905,0.9892728328704834,0.9947157502174377,0.03728291,0.088306560993385,0.0005,0.047957767,0.05404665,0.009844312
64,0.01747627837208513,0.011045669453053535,0.9889867305755615,0.9945564270019531,0.0382876,0.08685618525924393,0.0005,0.05138429,0.053666286,0.009812223
65,0.017598825521743335,0.011103448234026946,0.9889243245124817,0.9945829510688782,0.038694065,0.08690132263797921,0.0005,0.048688512,0.057435278,0.009958403
66,0.017479703068352354,0.011043055148064336,0.9889948964118958,0.9945948123931885,0.037876,0.08193048991905615,0.0005,0.050697517,0.05262398,0.010306508
67,0.017427712583694216,0.011290802985807008,0.9887378811836243,0.9945362210273743,0.03911437,0.08594815603222329,0.0005,0.053910825,0.053351514,0.01008077
68,0.01712491337102823,0.011257665066779414,0.9887667298316956,0.9945108890533447,0.036606874,0.08177244508514009,0.0005,0.049088225,0.05065876,0.010073633
69,0.016452990400905428,0.010358151755755461,0.9896726608276367,0.9948490262031555,0.034332905,0.07225374225229501,0.00025,0.045986738,0.04756592,0.009446064
70,0.016372893945858502,0.01072890471808518,0.9893013834953308,0.9947199821472168,0.036073606,0.07075747723777454,0.00025,0.0475646,0.051043015,0.009613206
71,0.016267697270305012,0.010308733469323266,0.9897300601005554,0.9948983192443848,0.034061912,0.0711945632395272,0.00025,0.04609303,0.04648522,0.009607497
72,0.01611038518789858,0.010733949987194206,0.9893024563789368,0.9946632385253906,0.03544831,0.07016397064057783,0.00025,0.046457894,0.05026422,0.009622811
73,0.016251893089221307,0.01028418390056755,0.9897551536560059,0.9949591159820557,0.03509528,0.07180515401803267,0.00025,0.04589728,0.049888987,0.009499567
74,0.016183076194300056,0.010436717467971994,0.9895889163017273,0.9948366284370422,0.03351712,0.07250189596709733,0.00025,0.047283094,0.04391464,0.009353629
75,0.01617871305813043,0.010212475740456884,0.989824116230011,0.9949369430541992,0.033343975,0.07398181891860292,0.00025,0.044037305,0.04653718,0.009457437
76,0.01615159884809305,0.010109803344629988,0.9899219870567322,0.9949967265129089,0.032815766,0.07059334710049935,0.00025,0.044850614,0.044115834,0.009480855
77,0.016072951185817537,0.010190739661832399,0.9898434281349182,0.9949636459350586,0.03287817,0.07180905883637861,0.00025,0.044920903,0.044351876,0.009361725
78,0.015969090568371855,0.010743522191349464,0.9892838597297668,0.9946817755699158,0.035926655,0.07093220787307325,0.00025,0.04793733,0.050213225,0.009629412
79,0.01608126765242019,0.010315927523600905,0.9897095561027527,0.9948846697807312,0.03549151,0.07153191068730415,0.00025,0.044369627,0.052731775,0.009373125
80,0.015964380087563023,0.010356482071212576,0.9896710515022278,0.9948897957801819,0.034867775,0.06918571679927289,0.00025,0.047698718,0.04762986,0.009274754
81,0.015946028712458503,0.010443399978589408,0.9895951151847839,0.9948541522026062,0.03414428,0.0713438687804408,0.00025,0.046413984,0.046569463,0.009449382
82,0.015495574512420751,0.010043449039700666,0.9899892807006836,0.995003879070282,0.032011367,0.06575175261678406,0.000125,0.04412016,0.042739585,0.009174353
83,0.015447741499343238,0.010235718533962587,0.9897944927215576,0.994987964630127,0.03342336,0.06441827326679762,0.000125,0.045749865,0.0453413,0.009178908
84,0.015478752672481841,0.009932850735096992,0.9900911450386047,0.9950228333473206,0.031368185,0.06475906888136086,0.000125,0.042778857,0.04221014,0.009115559
85,0.015442257110303203,0.009956934784032121,0.9900762438774109,0.9950522780418396,0.031611376,0.0652761283321693,0.000125,0.043132767,0.042565364,0.009136
86,0.0154420956255148,0.009906361374673964,0.9901270270347595,0.9950665831565857,0.03180272,0.06458794748107084,0.000125,0.042347256,0.043910358,0.009150548
87,0.015358236270209852,0.00990222073808501,0.9901251792907715,0.9950816631317139,0.032520276,0.0662233154066264,0.000125,0.04349828,0.044958442,0.0091041
88,0.015442267774393002,0.009936777096760423,0.9900897145271301,0.9950656890869141,0.031672124,0.06509694430869989,0.000125,0.043305054,0.042618927,0.009092386
89,0.01528641210196498,0.009984016418457031,0.9900503158569336,0.9950146079063416,0.031413496,0.06572911739587403,0.000125,0.041938256,0.043148115,0.009154112
90,0.015324134034470627,0.01010568760618379,0.9899256825447083,0.9950318336486816,0.033595923,0.06516856183640111,0.000125,0.046208337,0.0454356,0.009143831
91,0.015285977921165978,0.010011863859393929,0.9900223612785339,0.9950125813484192,0.031551432,0.06501881996044717,0.000125,0.042237505,0.043237716,0.009179081
92,0.015353291179425419,0.00993649869025508,0.9901034235954285,0.9950729012489319,0.03127021,0.0647007018422928,0.000125,0.042376265,0.042172812,0.009261549
93,0.015067825683008748,0.00984237465677382,0.9901921153068542,0.9951339364051819,0.031752616,0.061672831412416675,6.25e-05,0.042985152,0.04327438,0.008998318
94,0.015215398404544916,0.009825280950039247,0.9902051091194153,0.9951098561286926,0.031013139,0.06211110048543531,6.25e-05,0.041444786,0.04253953,0.009055103
95,0.015008149436487558,0.009841740885867348,0.9901904463768005,0.9950931668281555,0.030641854,0.06283409625720292,6.25e-05,0.04129213,0.04159076,0.009042662
96,0.015028530035536891,0.009802623640132856,0.9902284741401672,0.9950951933860779,0.030578917,0.061178917642504264,6.25e-05,0.04145592,0.04127588,0.009004953
97,0.015107459534471408,0.009777070600775224,0.9902594685554504,0.9951305389404297,0.03058475,0.061434526662952224,6.25e-05,0.04171891,0.04105734,0.008978004
98,0.014923644142029003,0.009774397445630424,0.9902612566947937,0.9951353669166565,0.031025322,0.062016942487738,6.25e-05,0.041731957,0.042376976,0.0089670345
99,0.015069138889495556,0.009898526759087286,0.9901369214057922,0.9950832724571228,0.031383395,0.06163412192092536,6.25e-05,0.04252702,0.0425511,0.009072064
100,0.015088215422706483,0.009820750997036318,0.9902132153511047,0.9951045513153076,0.030400902,0.06230038950761286,6.25e-05,0.041067477,0.041149274,0.008985954
101,0.015110203252432826,0.009798010693320746,0.9902359843254089,0.9951171278953552,0.030423684,0.06200333857260192,6.25e-05,0.04086519,0.041380003,0.009025857
102,0.015014739843984,0.009750209277189231,0.9902804493904114,0.9951369762420654,0.03034555,0.06184149956027159,6.25e-05,0.041698825,0.04033778,0.00900005
103,0.015008295686861958,0.009637800953056238,0.9904008507728577,0.9951846599578857,0.029829567,0.06273665402929623,6.25e-05,0.04067631,0.03987843,0.00893396
104,0.014996897298307084,0.009909609450569635,0.990119457244873,0.9950528144836426,0.030324766,0.06188863837204802,6.25e-05,0.042038247,0.0399033,0.009032758
105,0.014989511654399835,0.009803785553461388,0.9902297854423523,0.9951272010803223,0.031314313,0.0620821539324503,6.25e-05,0.041242424,0.043724615,0.008975904
106,0.014969539337645704,0.009801449654977533,0.9902302622795105,0.9951262474060059,0.030889645,0.061967556956953135,6.25e-05,0.041741878,0.041960586,0.008966477
107,0.015109848290586625,0.009738498850713801,0.9902953505516052,0.9951440691947937,0.030039141,0.06251566379833907,6.25e-05,0.040661383,0.0404558,0.009000245
108,0.01502524244899567,0.009801977042910418,0.9902303814888,0.9950981736183167,0.030121466,0.062304067178465684,6.25e-05,0.04099291,0.040403094,0.008968402
109,0.014950883274261181,0.009690655937677697,0.9903385043144226,0.995156466960907,0.030067688,0.06089591668151057,3.125e-05,0.040817846,0.04046083,0.008924384
110,0.014950997532366183,0.009766267824776565,0.9902641177177429,0.9951324462890625,0.03051722,0.06024191589258349,3.125e-05,0.041328225,0.041283,0.008940433
111,0.014842822528875674,0.009715300572069385,0.990314245223999,0.9951515197753906,0.029963486,0.061140917277278994,3.125e-05,0.04057357,0.040364224,0.008952663
112,0.014815041051505091,0.009675508813013005,0.9903583526611328,0.9951672554016113,0.02975904,0.05925706843027292,3.125e-05,0.040789563,0.03958246,0.008905097
113,0.014896432431742025,0.009728658048412468,0.9903009533882141,0.9951391816139221,0.029783184,0.06038728132605933,3.125e-05,0.04081879,0.03962531,0.008905456
114,0.014813727845018283,0.009682659861407702,0.990350067615509,0.995177686214447,0.030267583,0.06007327866582825,3.125e-05,0.040695444,0.04116341,0.008943893
115,0.014733223107676156,0.009688950037654442,0.9903416633605957,0.9951635003089905,0.029763877,0.059802992322955266,1.5625e-05,0.040430896,0.039952673,0.008908066
116,0.014752659173057483,0.009675985650171208,0.9903557896614075,0.995161771774292,0.029644018,0.05930378764106062,1.5625e-05,0.040339705,0.039699834,0.008892511
117,0.014794049552454355,0.009682853765125517,0.9903497695922852,0.9951727390289307,0.029887097,0.058769646615456465,1.5625e-05,0.040888466,0.039876267,0.008896558
118,0.01480269355895801,0.009649887115140504,0.9903797507286072,0.9951739311218262,0.029607417,0.06016763312795673,1.5625e-05,0.04041231,0.03955509,0.008854853
119,0.014775276184082031,0.00968781075900114,0.9903435707092285,0.995166003704071,0.02987659,0.05944653645681497,1.5625e-05,0.04112213,0.03962893,0.008878705
120,0.014675548663154578,0.009625944910170157,0.990405261516571,0.995190441608429,0.029649988,0.059060169139894814,7.8125e-06,0.04044591,0.039654747,0.008849309
121,0.014678689999321398,0.009639249572271033,0.9903922080993652,0.9951834678649902,0.029610218,0.05937251675957308,7.8125e-06,0.04053492,0.039439574,0.008856164
122,0.0146332518361247,0.00963075326967843,0.9903993606567383,0.995189905166626,0.029637434,0.058398919424024254,7.8125e-06,0.04040904,0.039645653,0.008857607
123,0.01479190911728734,0.009625626515738572,0.9904055595397949,0.9951966404914856,0.02970858,0.05880741308481929,7.8125e-06,0.040463135,0.039797213,0.008865383
124,0.014635165278523113,0.009611021868790252,0.9904199242591858,0.9951942563056946,0.02947685,0.05842888636139635,7.8125e-06,0.040121943,0.03943976,0.0088688405
125,0.014763393341161953,0.009601061857199366,0.9904298782348633,0.9951972365379333,0.029446498,0.05975410932550034,7.8125e-06,0.040213056,0.039293833,0.008832601
126,0.014827763310636575,0.009617263757729833,0.9904131889343262,0.9951939582824707,0.029404374,0.058834231354462835,7.8125e-06,0.040187027,0.03917003,0.008856066
127,0.01479323451130535,0.009638379646252982,0.9903925061225891,0.9951896071434021,0.029896801,0.059173129070490695,7.8125e-06,0.040260125,0.04057982,0.008850452
128,0.014805345870435428,0.009602780583538587,0.9904282689094543,0.9952014088630676,0.029563332,0.05938901245213164,7.8125e-06,0.04027789,0.039562806,0.008849301
129,0.01462397103111584,0.009625890586949602,0.9904048442840576,0.9951857924461365,0.029557338,0.058911409229040146,7.8125e-06,0.04044857,0.0393813,0.008842138
130,0.014681023911546213,0.00960623614395721,0.990424633026123,0.99519944190979,0.029670792,0.058109423877617805,7.8125e-06,0.040221736,0.039956782,0.00883386
131,0.014752726204479084,0.009626192382619352,0.990403413772583,0.9951905608177185,0.029661007,0.05922412600951454,3.90625e-06,0.040262047,0.039884422,0.008836551
132,0.014809553615582257,0.009611061856716493,0.9904189705848694,0.99519282579422,0.029483723,0.059431288319940385,3.90625e-06,0.040202804,0.039420515,0.008827848
133,0.014699251887897334,0.009615430349036109,0.9904151558876038,0.9951960444450378,0.0294694,0.05807446462277787,3.90625e-06,0.040291738,0.0392685,0.008847965
134,0.014881386924475527,0.009612383721749993,0.9904181361198425,0.9951983094215393,0.029524384,0.05873175936575515,3.90625e-06,0.040195443,0.03952768,0.0088500315
135,0.01472013826949147,0.009616722034502633,0.99041348695755,0.9952003359794617,0.0296195,0.058708609066927396,3.90625e-06,0.04028894,0.039712943,0.008856615
136,0.014818097074953513,0.009596422503266153,0.9904334545135498,0.9951977729797363,0.02926267,0.05918648333166735,3.90625e-06,0.03993295,0.039009888,0.008845172
137,0.014659744482070873,0.00962671675259554,0.9904041886329651,0.9951919913291931,0.029534554,0.05903765523490814,3.90625e-06,0.040278554,0.03947333,0.008851779
138,0.014666411061637318,0.009618659562702421,0.9904119372367859,0.9951934814453125,0.029480979,0.05896048345409643,3.90625e-06,0.0401281,0.039468218,0.0088466145
139,0.014624897283487046,0.009629208075849317,0.9904007911682129,0.9951877593994141,0.029580368,0.058665595579737675,3.90625e-06,0.04028788,0.03959633,0.008856891
140,0.014747037674291447,0.00961786734906933,0.9904125332832336,0.9951910972595215,0.029426306,0.058512509833223904,3.90625e-06,0.040310957,0.03913165,0.00883631
141,0.014668074659646129,0.009613610521147523,0.9904170036315918,0.9951980710029602,0.029556477,0.058802777454971124,3.90625e-06,0.04029884,0.03953486,0.008835737
142,0.014710043946775003,0.009590518625476692,0.9904404282569885,0.9952036738395691,0.029383661,0.05832479318109945,1.953125e-06,0.04010226,0.039226413,0.008822316
143,0.014752240226672481,0.009614624554597878,0.9904160499572754,0.9951923489570618,0.029406182,0.05877151875831068,1.953125e-06,0.04023331,0.039156064,0.008829167
144,0.01460583903157292,0.009616243688366081,0.9904141426086426,0.9951980113983154,0.029556071,0.058271140157700345,1.953125e-06,0.04028069,0.039544675,0.008842848
145,0.014674648309287172,0.009612546691411658,0.9904177188873291,0.995195209980011,0.029460326,0.05858912114232493,1.953125e-06,0.040109493,0.03944462,0.0088268705
146,0.014711986334560017,0.009600253044804441,0.9904308319091797,0.9952018857002258,0.029434001,0.05824988312757434,1.953125e-06,0.04029548,0.03917257,0.008833948
147,0.014695188869683507,0.00960919902294497,0.9904218316078186,0.9951971173286438,0.029409861,0.058358722506239774,1.953125e-06,0.040078256,0.039318606,0.008832724
148,0.014629290888484674,0.009604626818548274,0.9904260635375977,0.9951979517936707,0.029410416,0.058067923620009954,1e-06,0.040092163,0.039305747,0.008833339
149,0.014870431857368055,0.0096020442021044,0.9904287457466125,0.9952004551887512,0.029444188,0.05889404934054365,1e-06,0.040141463,0.03935939,0.008831707
150,0.014613907177227374,0.009600450720968125,0.9904303550720215,0.9952012896537781,0.029391473,0.05878205087999947,1e-06,0.04008536,0.039251532,0.008837525
151,0.014641975061581158,0.009594432915313334,0.9904362559318542,0.9952031970024109,0.029379277,0.059004057948581705,1e-06,0.040091902,0.0392124,0.008833525
152,0.014798967221293587,0.009592863577830641,0.9904378056526184,0.9952051043510437,0.029413894,0.059104306855426426,1e-06,0.040149864,0.03925885,0.008832967
153,0.014707227103626385,0.009590864181518555,0.9904395937919617,0.9952046871185303,0.029359182,0.05832787373433479,1e-06,0.040181782,0.039065983,0.008829782
154,0.014694061523047499,0.00959136214437364,0.9904387593269348,0.9952070116996765,0.029410131,0.0586166438131858,1e-06,0.040080506,0.039307643,0.008842247
155,0.014792739392850345,0.009591955172864697,0.9904382824897766,0.9952044486999512,0.029379113,0.05885691275469031,1e-06,0.040019874,0.03928481,0.008832657
156,0.014732109472012749,0.009601639795906936,0.9904285073280334,0.9952025413513184,0.029393965,0.05839589789224128,1e-06,0.04011994,0.03922789,0.008834067
157,0.014737586243845784,0.009595813630502435,0.9904341697692871,0.9952015280723572,0.029347904,0.05821289223270675,1e-06,0.04004425,0.03917295,0.008826509
158,0.014684401381130035,0.009606581699999072,0.9904236197471619,0.9952000975608826,0.029475322,0.05886532302005603,1e-06,0.04020874,0.039374236,0.00884299
159,0.014745803686757437,0.009605996970888934,0.9904245734214783,0.9952004551887512,0.029473802,0.05853630922520504,1e-06,0.04023843,0.039350428,0.008832541
160,0.014655082751386843,0.009607195854187012,0.9904240965843201,0.995202362537384,0.029488431,0.0589007226922832,1e-06,0.04028527,0.03934101,0.008839016
161,0.014679214063163002,0.00961717020107221,0.9904133677482605,0.9951980710029602,0.029588213,0.058174874978705333,1e-06,0.04036969,0.03955401,0.008840933
162,0.014684415092102636,0.009605235691311994,0.9904251098632812,0.9951997399330139,0.029428177,0.058749687081327835,1e-06,0.0402532,0.039200734,0.008830602
